SEQ,T_US,A1X,A1Y,A1Z,G1X,G1Y,G1Z,A2X,A2Y,A2Z,G2X,G2Y,G2Z
44046,443759655,9.924,1.267,2.650,0.1303,-0.0110,0.0132,-1.080,0.055,9.888,-0.0008,0.0002,-0.0005
44047,443769654,9.917,1.283,2.636,0.1410,-0.0083,0.0015,-1.075,0.062,9.857,0.0000,0.0002,-0.0000
44048,443779652,9.924,1.310,2.646,0.1769,-0.0054,-0.0166,-1.065,0.057,9.883,0.0006,-0.0003,-0.0000
44049,443789652,9.946,1.336,2.658,0.1895,-0.0038,-0.0129,-1.073,0.045,9.895,0.0003,-0.0003,0.0005
44050,443799679,9.955,1.384,2.672,0.1951,-0.0089,0.0020,-1.068,0.043,9.859,0.0000,0.0008,0.0008
44051,443809654,9.950,1.365,2.703,0.2007,-0.0177,0.0161,-1.063,0.041,9.878,0.0000,0.0002,0.0008
44052,443819652,9.974,1.379,2.713,0.1831,-0.0281,0.0318,-1.061,0.041,9.867,-0.0002,-0.0000,0.0003
44053,443829656,9.957,1.343,2.703,0.1607,-0.0339,0.0428,-1.053,0.048,9.881,0.0006,-0.0003,-0.0000
44054,443839655,9.965,1.334,2.705,0.1290,-0.0377,0.0574,-1.080,0.062,9.878,0.0000,0.0002,-0.0000
44055,443849698,9.919,1.305,2.658,0.0957,-0.0441,0.0745,-1.068,0.055,9.859,0.0003,0.0008,0.0005
44056,443859653,9.924,1.295,2.641,0.0725,-0.0486,0.0841,-1.068,0.050,9.874,-0.0005,-0.0003,0.0005
44057,443869654,9.974,1.312,2.634,0.0514,-0.0433,0.0843,-1.089,0.045,9.857,0.0000,0.0008,-0.0003
44058,443879652,9.960,1.305,2.641,0.0373,-0.0379,0.0798,-1.085,0.045,9.855,-0.0008,0.0002,0.0013
44059,443889654,9.972,1.274,2.646,0.0349,-0.0299,0.0702,-1.082,0.060,9.859,-0.0005,-0.0003,-0.0000
44060,443899677,9.960,1.257,2.581,0.0440,-0.0243,0.0606,-1.085,0.053,9.878,0.0000,-0.0000,-0.0003
44061,443909654,9.943,1.252,2.588,0.0613,-0.0187,0.0502,-1.077,0.053,9.857,-0.0002,-0.0003,-0.0005
44062,443919659,9.919,1.293,2.605,0.0810,-0.0139,0.0380,-1.061,0.045,9.843,-0.0002,-0.0022,0.0003
44063,443929652,9.946,1.283,2.629,0.0879,-0.0118,0.0287,-1.073,0.050,9.862,0.0006,-0.0003,-0.0003
44064,443939655,9.934,1.276,2.634,0.0914,-0.0147,0.0204,-1.087,0.048,9.864,-0.0005,0.0013,-0.0000
44065,443949695,9.946,1.293,2.617,0.1031,-0.0206,0.0052,-1.085,0.043,9.881,-0.0005,-0.0003,-0.0000
44066,443959658,9.941,1.274,2.617,0.1141,-0.0219,-0.0124,-1.073,0.045,9.859,0.0006,0.0008,-0.0000
44067,443969657,9.941,1.281,2.576,0.1250,-0.0193,-0.0238,-1.068,0.050,9.867,0.0000,0.0005,-0.0000
44068,443979658,9.962,1.264,2.579,0.1500,-0.0158,-0.0366,-1.073,0.045,9.890,0.0011,0.0002,-0.0003
44069,443989652,9.991,1.235,2.564,0.1612,-0.0073,-0.0425,-1.080,0.072,9.888,0.0008,-0.0000,-0.0008
44070,443999672,9.977,1.271,2.557,0.1658,0.0052,-0.0454,-1.077,0.060,9.876,0.0000,0.0002,-0.0008
44071,444009658,9.960,1.300,2.562,0.1732,0.0127,-0.0510,-1.087,0.062,9.895,0.0008,-0.0000,-0.0003
44072,444019651,9.953,1.326,2.600,0.1743,0.0132,-0.0534,-1.068,0.050,9.869,-0.0002,-0.0000,-0.0000
44073,444029658,9.924,1.334,2.598,0.1764,0.0111,-0.0601,-1.053,0.045,9.867,0.0014,-0.0006,-0.0003
44074,444039653,9.914,1.338,2.588,0.1647,0.0106,-0.0564,-1.068,0.055,9.871,-0.0005,0.0005,-0.0008
44075,444049743,9.910,1.360,2.614,0.1484,0.0039,-0.0518,-1.075,0.043,9.857,-0.0002,0.0005,-0.0008
44076,444059657,9.936,1.386,2.600,0.1524,-0.0089,-0.0537,-1.061,0.060,9.888,0.0008,0.0010,0.0003
44077,444069657,9.953,1.465,2.667,0.1756,-0.0371,-0.0460,-1.070,0.062,9.881,0.0008,0.0005,-0.0000
44078,444079654,9.991,1.358,2.581,0.1668,-0.0425,-0.0252,-1.073,0.050,9.874,-0.0002,-0.0008,-0.0003
44079,444089656,10.025,1.410,2.629,0.1761,-0.0414,-0.0260,-1.063,0.065,9.871,0.0003,0.0002,-0.0008
44080,444099664,9.962,1.401,2.588,0.1889,-0.0499,-0.0116,-1.053,0.055,9.869,0.0003,-0.0003,-0.0011
44081,444109653,9.979,1.343,2.550,0.2079,-0.0433,-0.0134,-1.070,0.041,9.883,-0.0002,0.0002,-0.0005
44082,444119658,9.965,1.396,2.588,0.2417,-0.0297,-0.0342,-1.073,0.048,9.886,0.0000,-0.0003,-0.0011
44083,444129656,9.962,1.437,2.576,0.2635,0.0095,-0.0476,-1.063,0.045,9.878,-0.0008,0.0008,-0.0008
44084,444139651,9.869,1.568,2.638,0.3438,0.0497,-0.0883,-1.061,0.043,9.855,-0.0010,0.0008,-0.0000
44085,444149683,9.742,1.695,2.634,0.4338,0.0695,-0.1134,-1.058,0.055,9.867,0.0003,0.0013,-0.0000
44086,444159654,9.795,1.425,2.591,0.4197,0.0220,-0.1182,-1.063,0.050,9.845,0.0000,0.0010,0.0003
44087,444169654,9.965,1.247,2.478,0.3195,-0.0134,-0.0769,-1.082,0.038,9.850,-0.0005,0.0002,-0.0005
44088,444179652,10.058,1.326,2.459,0.2617,-0.0278,-0.0308,-1.065,0.034,9.859,-0.0005,-0.0006,0.0003
44089,444189656,10.046,1.362,2.466,0.2374,-0.0299,-0.0111,-1.068,0.043,9.864,-0.0010,-0.0000,-0.0000
44090,444199655,10.017,1.417,2.466,0.2156,-0.0267,-0.0076,-1.068,0.053,9.869,-0.0005,0.0005,-0.0008
44091,444209656,10.003,1.441,2.476,0.1828,-0.0283,0.0100,-1.051,0.043,9.890,-0.0002,0.0005,-0.0000
44092,444219652,10.022,1.425,2.440,0.1396,-0.0227,0.0406,-1.053,0.038,9.883,-0.0005,-0.0000,0.0003
44093,444229652,9.989,1.432,2.425,0.1178,-0.0182,0.0548,-1.075,0.043,9.862,0.0003,0.0010,-0.0003
44094,444239656,9.929,1.511,2.442,0.1173,-0.0174,0.0446,-1.058,0.050,9.869,-0.0005,0.0010,-0.0000
44095,444249672,9.895,1.516,2.500,0.1293,-0.0227,0.0305,-1.077,0.069,9.855,-0.0002,0.0005,-0.0003
44096,444259655,9.922,1.506,2.509,0.1309,-0.0355,0.0223,-1.082,0.053,9.881,0.0000,0.0002,-0.0003
44097,444269655,9.895,1.482,2.473,0.1338,-0.0518,0.0297,-1.085,0.041,9.864,-0.0005,-0.0000,-0.0011
44098,444279655,9.888,1.460,2.428,0.1463,-0.0659,0.0332,-1.070,0.062,9.838,0.0003,0.0002,-0.0005
44099,444289657,9.914,1.539,2.466,0.1796,-0.0859,0.0273,-1.080,0.050,9.862,0.0003,0.0005,-0.0003
44100,444299652,9.950,1.463,2.418,0.2113,-0.1072,0.0321,-1.065,0.060,9.869,-0.0005,-0.0003,-0.0003
44101,444309656,10.017,1.396,2.358,0.2393,-0.1152,0.0284,-1.082,0.060,9.881,-0.0002,0.0002,-0.0005
44102,444319652,10.058,1.398,2.370,0.2372,-0.1024,0.0380,-1.082,0.062,9.876,0.0008,-0.0003,-0.0005
44103,444329655,10.015,1.417,2.370,0.2302,-0.0830,0.0462,-1.085,0.057,9.857,0.0008,0.0002,-0.0003
44104,444339654,10.013,1.458,2.423,0.2281,-0.0643,0.0436,-1.063,0.057,9.864,0.0011,0.0013,-0.0003
44105,444349672,9.981,1.460,2.421,0.2124,-0.0552,0.0425,-1.077,0.050,9.869,-0.0005,0.0005,0.0003
44106,444359653,9.969,1.451,2.375,0.2105,-0.0496,0.0271,-1.077,0.048,9.862,-0.0002,-0.0003,0.0005
44107,444369657,9.967,1.463,2.373,0.2119,-0.0414,-0.0039,-1.070,0.053,9.862,0.0000,-0.0000,-0.0000
44108,444379652,9.965,1.448,2.377,0.2039,-0.0339,-0.0158,-1.085,0.050,9.855,0.0000,0.0008,-0.0003
44109,444389653,9.969,1.460,2.342,0.2049,-0.0286,-0.0196,-1.085,0.060,9.859,0.0003,-0.0003,-0.0003
44110,444399657,9.957,1.448,2.330,0.2060,-0.0283,-0.0172,-1.094,0.048,9.888,0.0000,0.0008,-0.0000
44111,444409656,9.941,1.499,2.301,0.1996,-0.0227,0.0001,-1.082,0.062,9.850,0.0011,-0.0000,-0.0005
44112,444419658,9.953,1.511,2.356,0.1945,-0.0198,0.0127,-1.085,0.053,9.867,0.0011,-0.0003,-0.0000
44113,444429658,9.941,1.508,2.339,0.1916,-0.0241,0.0135,-1.073,0.048,9.869,0.0003,0.0002,-0.0003
44114,444439651,9.912,1.489,2.344,0.1825,-0.0347,0.0151,-1.089,0.045,9.888,-0.0005,0.0002,-0.0003
44115,444449663,9.943,1.482,2.306,0.1618,-0.0385,0.0268,-1.070,0.055,9.876,-0.0005,-0.0000,0.0011
44116,444459653,9.993,1.499,2.308,0.1546,-0.0369,0.0310,-1.058,0.048,9.874,-0.0005,0.0002,-0.0000
44117,444469651,9.979,1.511,2.339,0.1607,-0.0334,0.0305,-1.075,0.043,9.852,-0.0008,-0.0000,-0.0000
44118,444479654,9.969,1.492,2.349,0.1564,-0.0345,0.0404,-1.077,0.067,9.893,0.0003,-0.0011,-0.0005
44119,444489657,9.986,1.499,2.358,0.1572,-0.0358,0.0396,-1.085,0.045,9.864,0.0003,-0.0006,-0.0008
44120,444499654,9.993,1.477,2.320,0.1524,-0.0358,0.0271,-1.075,0.062,9.864,-0.0002,-0.0000,-0.0003
44121,444509657,9.996,1.463,2.322,0.1444,-0.0299,0.0172,-1.073,0.074,9.869,-0.0005,0.0005,0.0003
44122,444519651,9.991,1.468,2.308,0.1404,-0.0254,0.0193,-1.070,0.055,9.864,-0.0008,0.0005,0.0011
44123,444529654,10.022,1.480,2.315,0.1332,-0.0214,0.0287,-1.065,0.034,9.883,0.0000,0.0013,0.0005
44124,444539654,10.015,1.480,2.306,0.1269,-0.0150,0.0358,-1.068,0.053,9.857,0.0006,-0.0000,-0.0003
44125,444549667,10.029,1.496,2.286,0.1396,-0.0075,0.0305,-1.080,0.041,9.881,0.0006,-0.0000,0.0003
44126,444559653,10.010,1.489,2.277,0.1463,0.0002,0.0308,-1.080,0.043,9.862,0.0011,-0.0006,0.0003
44127,444569651,9.979,1.489,2.289,0.1546,0.0084,0.0279,-1.073,0.053,9.871,0.0003,-0.0006,-0.0000
44128,444579652,9.924,1.484,2.241,0.1740,0.0116,0.0127,-1.068,0.053,9.878,0.0003,-0.0000,-0.0005
44129,444589653,9.888,1.482,2.263,0.1940,0.0103,-0.0081,-1.073,0.053,9.845,0.0003,-0.0000,-0.0000
44130,444599659,9.898,1.489,2.291,0.1887,0.0068,-0.0222,-1.080,0.050,9.850,-0.0002,-0.0000,-0.0000
44131,444609658,9.895,1.496,2.277,0.1708,0.0007,-0.0252,-1.077,0.053,9.859,0.0003,-0.0016,-0.0000
44132,444619658,9.924,1.470,2.258,0.1612,-0.0097,-0.0273,-1.058,0.050,9.864,0.0003,-0.0008,-0.0003
44133,444629652,9.955,1.472,2.306,0.1599,-0.0158,-0.0297,-1.061,0.055,9.874,0.0003,0.0002,-0.0003
44134,444639656,9.967,1.482,2.234,0.1596,-0.0217,-0.0334,-1.063,0.057,9.862,0.0003,-0.0006,-0.0000
44135,444649657,9.986,1.492,2.224,0.1668,-0.0254,-0.0398,-1.082,0.060,9.833,0.0003,-0.0003,-0.0003
44136,444659651,10.010,1.516,2.215,0.1700,-0.0297,-0.0364,-1.082,0.065,9.895,-0.0005,-0.0000,-0.0000
44137,444669657,9.984,1.520,2.169,0.1855,-0.0337,-0.0366,-1.089,0.043,9.855,0.0008,0.0002,0.0003
44138,444679654,9.993,1.549,2.198,0.2025,-0.0374,-0.0441,-1.106,0.036,9.878,-0.0002,-0.0003,-0.0000
44139,444689655,10.013,1.551,2.200,0.2209,-0.0358,-0.0619,-1.073,0.050,9.886,-0.0005,0.0002,0.0003
44140,444699655,10.003,1.599,2.236,0.2406,-0.0334,-0.0779,-1.070,0.038,9.867,-0.0002,0.0010,-0.0003
44141,444709658,9.962,1.571,2.169,0.2489,-0.0270,-0.0694,-1.077,0.043,9.869,-0.0005,-0.0006,-0.0003
44142,444719658,9.943,1.563,2.150,0.2433,-0.0249,-0.0390,-1.075,0.069,9.881,-0.0013,0.0002,-0.0003
44143,444729653,9.948,1.554,2.155,0.2401,-0.0201,-0.0262,-1.061,0.065,9.857,-0.0010,0.0005,0.0003
44144,444739655,9.929,1.563,2.195,0.2340,-0.0187,-0.0164,-1.065,0.067,9.888,-0.0002,-0.0008,-0.0005
44145,444749651,9.948,1.563,2.219,0.2193,-0.0246,-0.0065,-1.065,0.053,9.869,0.0003,0.0010,0.0005
44146,444759657,9.962,1.561,2.181,0.2047,-0.0337,0.0020,-1.087,0.043,9.864,0.0003,0.0010,-0.0008
44147,444769659,10.015,1.595,2.172,0.1977,-0.0387,0.0057,-1.073,0.055,9.864,0.0000,0.0002,-0.0000
44148,444779652,10.034,1.611,2.176,0.2084,-0.0419,0.0100,-1.068,0.045,9.864,0.0006,-0.0006,-0.0008
44149,444789653,10.058,1.621,2.203,0.2092,-0.0379,0.0145,-1.065,0.065,9.871,-0.0002,-0.0003,-0.0005
44150,444799656,10.036,1.618,2.200,0.2055,-0.0315,0.0199,-1.070,0.036,9.867,0.0008,0.0010,-0.0000
44151,444809652,10.046,1.611,2.172,0.2089,-0.0198,0.0175,-1.099,0.041,9.847,0.0003,0.0002,-0.0003
44152,444819651,10.017,1.616,2.188,0.2172,-0.0035,0.0084,-1.101,0.057,9.886,0.0003,0.0008,-0.0003
44153,444829652,9.943,1.573,2.145,0.2302,0.0079,0.0023,-1.087,0.036,9.888,-0.0002,-0.0000,-0.0000
44154,444839656,9.878,1.599,2.136,0.2385,0.0162,-0.0084,-1.075,0.041,9.883,-0.0005,-0.0000,-0.0005
44155,444849658,9.871,1.616,2.124,0.2462,0.0087,-0.0257,-1.063,0.053,9.859,-0.0008,0.0002,-0.0003
44156,444859658,9.869,1.640,2.112,0.2366,-0.0070,-0.0308,-1.080,0.060,9.869,-0.0008,-0.0011,-0.0000
44157,444869651,9.907,1.674,2.085,0.2230,-0.0230,-0.0148,-1.073,0.048,9.859,-0.0002,0.0010,-0.0005
44158,444879658,9.984,1.630,2.097,0.2116,-0.0387,0.0031,-1.087,0.045,9.852,-0.0005,0.0002,-0.0003
44159,444889652,10.044,1.623,2.076,0.1975,-0.0464,0.0105,-1.077,0.048,9.871,-0.0002,-0.0006,-0.0000
44160,444899658,10.029,1.614,2.081,0.1767,-0.0478,0.0204,-1.073,0.069,9.874,0.0000,-0.0008,-0.0000
44161,444909657,10.027,1.590,2.073,0.1519,-0.0454,0.0305,-1.097,0.069,9.869,0.0003,0.0002,0.0008
44162,444919658,10.046,1.592,2.061,0.1378,-0.0406,0.0297,-1.061,0.065,9.845,0.0011,-0.0000,0.0003
44163,444929651,10.039,1.592,2.052,0.1322,-0.0326,0.0326,-1.080,0.065,9.871,-0.0008,-0.0011,-0.0000
44164,444939658,10.010,1.592,2.045,0.1324,-0.0297,0.0481,-1.073,0.048,9.876,-0.0013,0.0005,-0.0000
44165,444949658,10.010,1.650,2.045,0.1468,-0.0302,0.0572,-1.070,0.048,9.835,-0.0013,-0.0006,0.0013
44166,444959656,10.015,1.640,2.069,0.1535,-0.0345,0.0574,-1.075,0.062,9.864,-0.0005,-0.0003,-0.0000
44167,444969656,9.989,1.623,2.035,0.1490,-0.0369,0.0502,-1.080,0.043,9.874,0.0003,0.0005,-0.0000
44168,444979665,9.938,1.638,2.023,0.1522,-0.0422,0.0470,-1.073,0.043,9.871,-0.0005,0.0002,-0.0005
44169,444989651,9.941,1.628,2.002,0.1708,-0.0528,0.0438,-1.085,0.065,9.871,-0.0008,0.0008,-0.0000
44170,444999657,9.981,1.607,2.025,0.1804,-0.0616,0.0364,-1.085,0.067,9.874,0.0003,0.0005,-0.0011
44171,445009653,10.017,1.595,2.033,0.1815,-0.0614,0.0449,-1.068,0.057,9.876,-0.0005,0.0005,-0.0003
44172,445019654,10.058,1.602,2.011,0.1860,-0.0555,0.0558,-1.068,0.034,9.857,-0.0005,0.0002,-0.0008
44173,445029653,10.044,1.578,1.958,0.2039,-0.0494,0.0590,-1.082,0.057,9.883,0.0008,0.0005,-0.0000
44174,445039658,10.027,1.599,1.963,0.2113,-0.0504,0.0761,-1.087,0.053,9.886,-0.0005,0.0005,-0.0003
44175,445049680,10.020,1.616,1.958,0.2175,-0.0512,0.0945,-1.097,0.048,9.878,-0.0002,-0.0000,-0.0005
44176,445059654,10.013,1.609,1.961,0.2135,-0.0534,0.1033,-1.085,0.048,9.859,-0.0008,-0.0000,-0.0005
44177,445069657,9.984,1.583,1.939,0.2468,-0.0619,0.1019,-1.065,0.062,9.886,0.0003,0.0008,-0.0005
44178,445079692,10.003,1.571,1.961,0.2761,-0.0766,0.1001,-1.077,0.053,9.876,0.0000,0.0005,-0.0000
44179,445089651,9.972,1.575,1.980,0.2630,-0.0832,0.0915,-1.087,0.072,9.867,0.0003,0.0005,-0.0008
44180,445099653,10.017,1.547,1.987,0.2095,-0.0827,0.0814,-1.077,0.065,9.862,-0.0005,0.0008,0.0008
44181,445109653,10.044,1.532,1.923,0.1660,-0.0731,0.0779,-1.070,0.053,9.857,0.0008,0.0005,-0.0005
44182,445119653,10.025,1.535,1.889,0.1730,-0.0659,0.0769,-1.073,0.065,9.869,0.0000,0.0010,-0.0003
44183,445129653,10.015,1.516,1.906,0.1642,-0.0600,0.0811,-1.073,0.053,9.864,0.0000,0.0005,-0.0003
44184,445139652,10.017,1.494,1.889,0.1519,-0.0547,0.0761,-1.075,0.055,9.886,-0.0002,0.0005,0.0008
44185,445149654,9.998,1.470,1.891,0.1378,-0.0486,0.0542,-1.073,0.055,9.878,0.0008,-0.0000,0.0003
44186,445159653,9.993,1.501,1.908,0.1170,-0.0369,0.0484,-1.077,0.055,9.869,-0.0002,0.0005,-0.0000
44187,445169651,10.001,1.513,1.884,0.1095,-0.0323,0.0374,-1.077,0.048,9.867,0.0006,0.0010,-0.0005
44188,445179651,10.022,1.566,1.896,0.1181,-0.0321,0.0326,-1.089,0.050,9.847,0.0006,-0.0000,-0.0005
44189,445189657,10.072,1.563,1.896,0.1103,-0.0326,0.0497,-1.080,0.041,9.847,0.0003,-0.0008,-0.0000
44190,445199655,10.084,1.559,1.884,0.1109,-0.0366,0.0564,-1.085,0.053,9.867,0.0006,0.0008,-0.0005
44191,445209657,10.022,1.544,1.935,0.1005,-0.0478,0.0612,-1.094,0.048,9.876,0.0006,0.0005,-0.0011
44192,445219652,10.013,1.504,1.918,0.0837,-0.0600,0.0710,-1.075,0.074,9.867,0.0000,0.0005,-0.0011
44193,445229653,10.010,1.468,1.839,0.0730,-0.0664,0.0742,-1.075,0.053,9.864,0.0003,0.0008,-0.0000
44194,445239657,9.986,1.434,1.812,0.0674,-0.0699,0.0740,-1.068,0.062,9.869,-0.0002,-0.0000,0.0005
44195,445249657,9.974,1.405,1.776,0.0741,-0.0707,0.0668,-1.075,0.034,9.867,-0.0002,0.0005,-0.0000
44196,445259651,9.979,1.398,1.776,0.0927,-0.0704,0.0428,-1.087,0.055,9.843,0.0006,0.0008,0.0008
44197,445269653,10.022,1.437,1.748,0.1047,-0.0654,0.0119,-1.058,0.043,9.859,0.0006,0.0002,0.0008
44198,445279651,10.077,1.451,1.712,0.1215,-0.0534,-0.0158,-1.065,0.043,9.859,0.0000,0.0005,0.0005
44199,445289657,10.070,1.506,1.745,0.1468,-0.0401,-0.0433,-1.070,0.048,9.855,-0.0008,-0.0000,-0.0005
44200,445299657,10.058,1.518,1.748,0.1476,-0.0305,-0.0377,-1.080,0.060,9.852,0.0000,0.0002,-0.0005
44201,445309653,10.022,1.525,1.767,0.1498,-0.0249,-0.0185,-1.075,0.057,9.867,0.0000,0.0010,-0.0003
44202,445319655,10.022,1.525,1.791,0.1455,-0.0265,-0.0105,-1.065,0.045,9.874,0.0000,0.0005,-0.0000
44203,445329652,10.008,1.501,1.817,0.1271,-0.0313,-0.0001,-1.089,0.041,9.874,0.0003,0.0010,-0.0000
44204,445339655,10.046,1.492,1.800,0.1114,-0.0363,0.0116,-1.085,0.041,9.857,0.0000,-0.0003,0.0003
44205,445349655,10.058,1.472,1.805,0.0949,-0.0379,0.0180,-1.085,0.036,9.869,0.0003,0.0002,-0.0000
44206,445359655,10.046,1.453,1.760,0.0850,-0.0419,0.0271,-1.085,0.034,9.876,0.0006,0.0005,-0.0000
44207,445369658,10.025,1.458,1.772,0.0810,-0.0435,0.0321,-1.065,0.043,9.869,0.0000,0.0002,-0.0000
44208,445379653,10.044,1.439,1.769,0.0866,-0.0462,0.0329,-1.065,0.045,9.850,0.0003,0.0002,-0.0003
44209,445389651,10.032,1.446,1.721,0.1002,-0.0435,0.0297,-1.075,0.062,9.845,0.0003,-0.0003,0.0005
44210,445399658,10.039,1.448,1.678,0.1167,-0.0414,0.0196,-1.061,0.062,9.862,0.0003,0.0002,0.0005
44211,445409657,10.022,1.480,1.676,0.1391,-0.0393,0.0060,-1.087,0.067,9.864,-0.0002,0.0005,-0.0011
44212,445419651,10.041,1.518,1.693,0.1570,-0.0390,0.0044,-1.080,0.057,9.888,0.0006,-0.0000,0.0005
44213,445429655,10.056,1.508,1.688,0.1692,-0.0435,0.0087,-1.075,0.055,9.867,0.0000,-0.0000,-0.0000
44214,445439652,10.063,1.530,1.700,0.1740,-0.0446,0.0103,-1.073,0.045,9.862,0.0000,-0.0008,-0.0008
44215,445449652,10.053,1.499,1.671,0.1676,-0.0433,0.0265,-1.077,0.065,9.850,-0.0005,-0.0000,0.0003
44216,445459657,10.053,1.465,1.666,0.1524,-0.0427,0.0398,-1.070,0.053,9.855,-0.0010,0.0002,0.0003
44217,445469651,10.022,1.477,1.674,0.1463,-0.0435,0.0401,-1.085,0.048,9.881,-0.0002,0.0008,-0.0003
44218,445479651,10.017,1.456,1.664,0.1455,-0.0433,0.0417,-1.085,0.057,9.878,-0.0008,0.0002,-0.0005
44219,445489656,10.027,1.444,1.674,0.1391,-0.0401,0.0377,-1.077,0.067,9.862,-0.0008,0.0015,-0.0003
44220,445499657,10.060,1.441,1.638,0.1327,-0.0355,0.0228,-1.085,0.057,9.874,-0.0008,-0.0006,0.0005
44221,445509653,10.087,1.434,1.647,0.1402,-0.0267,0.0076,-1.080,0.055,9.859,-0.0005,0.0002,-0.0000
44222,445519658,10.077,1.499,1.650,0.1556,-0.0198,0.0063,-1.073,0.065,9.859,0.0003,-0.0006,-0.0005
44223,445529654,10.065,1.516,1.681,0.1511,-0.0179,0.0223,-1.077,0.055,9.867,0.0006,-0.0000,-0.0005
44224,445539658,10.046,1.496,1.690,0.1415,-0.0211,0.0361,-1.085,0.060,9.895,-0.0005,0.0005,-0.0005
44225,445549655,10.020,1.470,1.695,0.1362,-0.0291,0.0436,-1.094,0.043,9.881,0.0003,0.0002,0.0005
44226,445559657,10.039,1.432,1.647,0.1354,-0.0345,0.0516,-1.080,0.041,9.862,0.0000,-0.0000,-0.0005
44227,445569657,10.046,1.417,1.628,0.1378,-0.0441,0.0574,-1.085,0.050,9.871,0.0008,-0.0003,-0.0008
44228,445579658,10.051,1.413,1.621,0.1604,-0.0515,0.0550,-1.070,0.050,9.871,-0.0010,-0.0006,-0.0005
44229,445589658,10.044,1.460,1.654,0.1753,-0.0584,0.0657,-1.075,0.050,9.883,-0.0013,-0.0008,-0.0008
44230,445599652,10.065,1.470,1.666,0.1759,-0.0638,0.0833,-1.077,0.038,9.895,-0.0002,0.0005,-0.0005
44231,445609656,10.056,1.444,1.652,0.1634,-0.0670,0.0889,-1.070,0.050,9.871,-0.0005,-0.0000,-0.0005
44232,445619651,10.087,1.451,1.618,0.1426,-0.0664,0.0931,-1.073,0.050,9.852,0.0000,0.0008,-0.0005
44233,445629652,10.104,1.420,1.583,0.1223,-0.0622,0.0910,-1.094,0.048,9.847,-0.0002,-0.0003,-0.0003
44234,445639656,10.058,1.434,1.530,0.1223,-0.0590,0.0747,-1.065,0.053,9.838,-0.0005,-0.0011,0.0005
44235,445649658,10.048,1.403,1.535,0.1410,-0.0555,0.0497,-1.077,0.050,9.862,-0.0002,-0.0008,0.0008
44236,445659655,10.068,1.386,1.537,0.1434,-0.0451,0.0377,-1.070,0.053,9.867,-0.0002,0.0005,-0.0005
44237,445669658,10.058,1.413,1.544,0.1364,-0.0371,0.0438,-1.070,0.050,9.859,0.0000,0.0002,-0.0005
44238,445679657,10.046,1.379,1.537,0.1391,-0.0361,0.0524,-1.080,0.065,9.876,0.0003,-0.0000,-0.0003
44239,445689656,10.022,1.401,1.575,0.1495,-0.0435,0.0521,-1.075,0.060,9.871,0.0000,-0.0006,-0.0005
44240,445699658,9.924,1.396,1.535,0.1498,-0.0678,0.0097,-1.082,0.043,9.878,0.0008,-0.0000,-0.0011
44241,445709653,10.142,1.362,1.554,0.1418,-0.0731,-0.0478,-1.094,0.031,9.881,0.0006,0.0002,-0.0008
44242,445719655,10.068,1.413,1.530,0.1149,-0.0688,-0.0230,-1.092,0.053,9.876,-0.0008,-0.0000,-0.0003
44243,445729651,10.108,1.405,1.501,0.1138,-0.0699,-0.0031,-1.075,0.053,9.881,-0.0005,0.0013,-0.0003
44244,445739653,10.113,1.420,1.530,0.1135,-0.0664,0.0132,-1.068,0.041,9.871,-0.0002,0.0002,-0.0000
44245,445749651,10.092,1.393,1.472,0.1090,-0.0662,0.0444,-1.082,0.041,9.845,-0.0002,-0.0006,-0.0008
44246,445759659,10.113,1.408,1.470,0.1263,-0.0627,0.0436,-1.089,0.057,9.847,-0.0008,0.0005,-0.0005
44247,445769651,10.089,1.427,1.460,0.1508,-0.0675,0.0268,-1.063,0.043,9.855,0.0000,0.0005,-0.0005
44248,445779657,10.089,1.358,1.427,0.1684,-0.0680,0.0284,-1.070,0.036,9.895,-0.0008,0.0005,-0.0003
44249,445789656,10.120,1.379,1.468,0.1753,-0.0590,0.0436,-1.075,0.043,9.878,-0.0008,-0.0000,-0.0003
44250,445799657,10.113,1.350,1.415,0.1855,-0.0547,0.0638,-1.082,0.062,9.859,0.0003,0.0008,-0.0008
44251,445809658,10.084,1.283,1.398,0.2089,-0.0491,0.0732,-1.077,0.057,9.855,0.0000,-0.0000,-0.0005
44252,445819651,10.072,1.322,1.396,0.2175,-0.0398,0.0803,-1.089,0.041,9.876,0.0006,0.0010,-0.0005
44253,445829652,10.084,1.353,1.403,0.2252,-0.0345,0.0814,-1.092,0.067,9.869,-0.0002,0.0013,-0.0003
44254,445839655,10.077,1.381,1.453,0.2246,-0.0323,0.0708,-1.070,0.062,9.864,-0.0005,0.0015,0.0008
44255,445849654,10.084,1.422,1.463,0.1964,-0.0278,0.0660,-1.070,0.062,9.859,0.0000,0.0010,0.0003
44256,445859657,10.089,1.425,1.432,0.1682,-0.0262,0.0518,-1.065,0.050,9.845,-0.0008,0.0015,-0.0000
44257,445869657,10.094,1.401,1.441,0.1458,-0.0238,0.0316,-1.077,0.060,9.838,-0.0010,0.0010,-0.0005
44258,445879656,10.089,1.338,1.444,0.1162,-0.0235,0.0140,-1.080,0.060,9.874,0.0003,-0.0000,-0.0003
44259,445889654,10.051,1.358,1.439,0.1015,-0.0254,-0.0020,-1.068,0.048,9.883,-0.0008,0.0013,-0.0005
