SEQ,T_US,A1X,A1Y,A1Z,G1X,G1Y,G1Z,A2X,A2Y,A2Z,G2X,G2Y,G2Z
44810,451399653,10.168,0.680,0.476,-0.0218,0.0044,0.0228,-1.082,0.041,9.859,0.0000,-0.0006,-0.0003
44811,451409653,10.185,0.678,0.479,-0.0312,0.0002,0.0257,-1.065,0.055,9.871,-0.0018,-0.0011,-0.0008
44812,451419657,10.190,0.661,0.488,-0.0386,-0.0022,0.0369,-1.058,0.053,9.862,-0.0016,-0.0011,-0.0008
44813,451429654,10.161,0.670,0.455,-0.0408,-0.0054,0.0465,-1.065,0.041,9.874,-0.0013,-0.0011,-0.0003
44814,451439658,10.168,0.670,0.460,-0.0421,-0.0115,0.0473,-1.063,0.038,9.874,-0.0013,-0.0022,-0.0000
44815,451449657,10.149,0.625,0.436,-0.0373,-0.0126,0.0473,-1.089,0.036,9.883,-0.0010,-0.0022,0.0003
44816,451459657,10.159,0.582,0.426,-0.0280,-0.0145,0.0441,-1.065,0.057,9.881,-0.0010,-0.0006,-0.0000
44817,451469656,10.154,0.577,0.407,-0.0234,-0.0137,0.0374,-1.053,0.062,9.874,-0.0005,0.0023,0.0003
44818,451479657,10.173,0.567,0.407,-0.0208,-0.0083,0.0300,-1.061,0.038,9.874,0.0003,0.0042,-0.0000
44819,451489655,10.180,0.579,0.419,-0.0229,0.0004,0.0305,-1.049,0.055,9.876,0.0000,0.0069,0.0003
44820,451499652,10.183,0.584,0.414,-0.0245,0.0082,0.0366,-1.065,0.055,9.862,0.0008,0.0045,-0.0008
44821,451509651,10.166,0.601,0.417,-0.0237,0.0135,0.0382,-1.065,0.048,9.859,0.0008,0.0047,-0.0003
44822,451519652,10.137,0.599,0.409,-0.0237,0.0154,0.0268,-1.063,0.050,9.883,0.0006,0.0047,0.0005
44823,451529651,10.161,0.613,0.424,-0.0216,0.0156,0.0113,-1.082,0.060,9.876,0.0011,0.0050,0.0005
44824,451539657,10.163,0.603,0.453,-0.0173,0.0151,-0.0004,-1.080,0.041,9.855,0.0008,0.0045,0.0003
44825,451549658,10.171,0.606,0.496,-0.0160,0.0127,-0.0073,-1.123,0.019,9.862,0.0008,0.0045,0.0037
44826,451559653,10.161,0.615,0.464,-0.0208,0.0095,-0.0121,-1.068,-0.026,9.874,-0.0005,0.0053,0.0277
44827,451569654,10.180,0.625,0.472,-0.0250,-0.0017,-0.0033,-1.128,0.002,9.811,-0.0045,0.0095,0.0298
44828,451579655,10.178,0.620,0.460,-0.0298,-0.0059,0.0092,-1.120,-0.084,9.881,-0.0064,0.0074,0.0535
44829,451589655,10.171,0.608,0.453,-0.0330,-0.0126,0.0300,-1.065,0.014,9.855,-0.0093,0.0031,0.0658
44830,451599655,10.173,0.587,0.429,-0.0368,-0.0198,0.0428,-1.073,-0.019,9.855,-0.0098,0.0045,0.0695
44831,451609651,10.166,0.584,0.426,-0.0320,-0.0211,0.0529,-1.099,-0.180,9.855,-0.0144,0.0026,0.0933
44832,451619656,10.154,0.565,0.414,-0.0306,-0.0289,0.0585,-1.087,-0.242,9.852,-0.0205,0.0021,0.1319
44833,451629655,10.151,0.563,0.443,-0.0288,-0.0419,0.0646,-1.080,-0.124,9.871,-0.0250,-0.0024,0.1647
44834,451639652,10.154,0.541,0.429,-0.0250,-0.0526,0.0604,-1.073,0.029,9.864,-0.0271,-0.0059,0.1756
44835,451649658,10.151,0.560,0.419,-0.0221,-0.0550,0.0532,-1.073,0.072,9.890,-0.0274,-0.0051,0.1751
44836,451659651,10.166,0.572,0.419,-0.0245,-0.0502,0.0454,-1.097,-0.045,9.867,-0.0287,-0.0022,0.1780
44837,451669658,10.173,0.548,0.371,-0.0272,-0.0441,0.0308,-1.099,0.005,9.881,-0.0298,-0.0016,0.1900
44838,451679652,10.159,0.534,0.431,-0.0320,-0.0502,0.0177,-1.094,0.045,9.888,-0.0303,-0.0003,0.1924
44839,451689653,10.183,0.546,0.409,-0.0349,-0.0510,0.0132,-1.120,0.065,9.857,-0.0301,0.0010,0.1926
44840,451699652,10.166,0.517,0.381,-0.0320,-0.0470,0.0244,-1.101,0.113,9.886,-0.0285,0.0026,0.1876
44841,451709654,10.168,0.543,0.395,-0.0296,-0.0457,0.0334,-1.082,0.089,9.867,-0.0263,0.0045,0.1791
44842,451719659,10.163,0.532,0.405,-0.0261,-0.0451,0.0337,-1.080,-0.057,9.847,-0.0271,0.0026,0.1830
44843,451729655,10.161,0.517,0.409,-0.0274,-0.0462,0.0329,-1.080,-0.077,9.864,-0.0298,0.0010,0.1990
44844,451739652,10.163,0.500,0.388,-0.0274,-0.0512,0.0303,-1.101,-0.034,9.852,-0.0314,-0.0000,0.2132
44845,451749655,10.151,0.546,0.373,-0.0258,-0.0544,0.0316,-1.118,0.038,9.869,-0.0327,-0.0011,0.2228
44846,451759651,10.163,0.541,0.393,-0.0272,-0.0536,0.0350,-1.106,0.101,9.855,-0.0330,-0.0000,0.2252
44847,451769656,10.154,0.551,0.373,-0.0272,-0.0515,0.0398,-1.111,0.041,9.843,-0.0325,-0.0000,0.2275
44848,451779654,10.166,0.529,0.371,-0.0285,-0.0520,0.0452,-1.106,-0.012,9.864,-0.0349,-0.0014,0.2355
44849,451789655,10.197,0.541,0.283,-0.0245,-0.0331,0.0337,-1.123,-0.017,9.843,-0.0359,-0.0016,0.2446
44850,451799655,10.127,0.522,0.429,-0.0336,-0.0433,0.0380,-1.137,0.069,9.857,-0.0367,-0.0011,0.2489
44851,451809654,10.166,0.565,0.326,-0.0234,-0.0795,0.0388,-1.128,0.120,9.831,-0.0354,-0.0011,0.2467
44852,451819652,10.151,0.467,0.318,-0.0173,-0.0712,0.0494,-1.156,0.139,9.855,-0.0367,-0.0014,0.2438
44853,451829651,10.166,0.443,0.333,-0.0045,-0.0667,0.0129,-1.276,0.101,9.840,-0.0365,-0.0008,0.2515
44854,451839655,10.195,0.484,0.314,0.0024,-0.0366,-0.0249,-1.384,0.132,9.811,-0.0434,-0.0059,0.2907
44855,451849652,10.187,0.479,0.350,0.0024,-0.0137,-0.0185,-1.324,0.237,9.835,-0.0495,-0.0070,0.3224
44856,451859653,10.144,0.553,0.395,-0.0002,-0.0361,0.0007,-1.295,0.292,9.823,-0.0511,-0.0064,0.3376
44857,451869651,10.168,0.589,0.352,-0.0072,-0.0582,0.0284,-1.331,0.206,9.814,-0.0517,-0.0067,0.3501
44858,451879656,10.156,0.551,0.294,-0.0112,-0.0638,0.0382,-1.243,0.127,9.855,-0.0522,-0.0070,0.3520
44859,451889658,10.199,0.546,0.292,-0.0138,-0.0544,0.0295,-1.180,0.110,9.886,-0.0495,-0.0035,0.3395
44860,451899654,10.175,0.524,0.261,-0.0136,-0.0409,0.0241,-1.053,0.103,9.871,-0.0474,-0.0056,0.3213
44861,451909655,10.159,0.496,0.309,-0.0125,-0.0275,0.0108,-1.109,0.139,9.876,-0.0439,-0.0051,0.2984
44862,451919653,10.156,0.498,0.290,-0.0122,-0.0123,-0.0065,-1.092,0.098,9.881,-0.0413,-0.0040,0.2803
44863,451929656,10.166,0.512,0.283,-0.0133,-0.0110,-0.0129,-1.183,0.108,9.876,-0.0399,-0.0059,0.2675
44864,451939655,10.197,0.515,0.292,-0.0178,-0.0097,0.0017,-1.173,0.108,9.867,-0.0383,-0.0035,0.2593
44865,451949653,10.204,0.491,0.280,-0.0173,-0.0094,0.0249,-1.082,0.074,9.878,-0.0383,-0.0059,0.2550
44866,451959658,10.183,0.491,0.275,-0.0178,-0.0102,0.0404,-0.986,0.086,9.893,-0.0367,-0.0062,0.2446
44867,451969655,10.178,0.469,0.294,-0.0205,-0.0059,0.0374,-0.898,0.074,9.895,-0.0325,-0.0051,0.2307
44868,451979658,10.147,0.462,0.333,-0.0208,-0.0020,0.0281,-0.855,0.055,9.881,-0.0285,-0.0014,0.2118
44869,451989655,10.125,0.450,0.292,-0.0168,-0.0014,0.0129,-0.816,0.057,9.893,-0.0242,-0.0006,0.1870
44870,451999658,10.130,0.462,0.273,-0.0120,-0.0033,-0.0057,-0.917,0.077,9.900,-0.0226,0.0002,0.1697
44871,452009653,10.173,0.474,0.287,-0.0096,-0.0022,-0.0198,-1.032,0.081,9.886,-0.0218,0.0008,0.1641
44872,452019658,10.185,0.476,0.254,-0.0029,0.0007,-0.0161,-1.070,0.081,9.878,-0.0232,-0.0011,0.1681
44873,452029654,10.185,0.481,0.263,-0.0026,0.0036,-0.0041,-1.032,0.072,9.869,-0.0245,-0.0008,0.1729
44874,452039659,10.175,0.510,0.285,-0.0018,0.0063,0.0111,-0.986,0.067,9.895,-0.0248,-0.0003,0.1756
44875,452049657,10.195,0.520,0.292,0.0000,0.0074,0.0196,-0.982,0.055,9.890,-0.0237,-0.0008,0.1676
44876,452059652,10.192,0.510,0.294,-0.0026,0.0074,0.0233,-1.053,0.079,9.876,-0.0242,-0.0024,0.1604
44877,452069654,10.149,0.522,0.297,-0.0077,0.0026,0.0156,-1.106,0.093,9.862,-0.0250,-0.0051,0.1617
44878,452079657,10.139,0.527,0.285,-0.0098,-0.0033,0.0015,-1.221,0.079,9.835,-0.0271,-0.0072,0.1737
44879,452089654,10.171,0.493,0.283,-0.0077,-0.0073,-0.0097,-1.130,0.084,9.876,-0.0282,-0.0054,0.1902
44880,452099653,10.168,0.486,0.297,-0.0058,-0.0118,-0.0134,-1.025,0.017,9.900,-0.0282,-0.0014,0.1921
44881,452109658,10.163,0.498,0.306,-0.0072,-0.0163,-0.0132,-1.025,0.002,9.893,-0.0258,0.0018,0.1849
44882,452119654,10.187,0.474,0.297,-0.0104,-0.0174,-0.0023,-1.159,0.043,9.855,-0.0258,0.0042,0.1876
44883,452129652,10.187,0.496,0.283,-0.0114,-0.0193,0.0121,-1.231,0.041,9.847,-0.0261,0.0031,0.1988
44884,452139657,10.206,0.498,0.290,-0.0152,-0.0211,0.0292,-1.159,0.026,9.864,-0.0282,0.0029,0.2108
44885,452149653,10.187,0.505,0.275,-0.0170,-0.0227,0.0414,-1.018,0.043,9.883,-0.0282,0.0053,0.2121
44886,452159652,10.154,0.488,0.285,-0.0173,-0.0209,0.0441,-1.077,0.041,9.881,-0.0269,0.0071,0.2118
44887,452169657,10.142,0.453,0.227,-0.0138,-0.0179,0.0377,-1.034,0.041,9.878,-0.0285,0.0045,0.2164
44888,452179652,10.132,0.421,0.237,-0.0136,-0.0142,0.0284,-1.020,0.036,9.902,-0.0271,0.0042,0.2153
44889,452189653,10.144,0.426,0.223,-0.0136,-0.0089,0.0177,-1.041,0.089,9.876,-0.0266,0.0050,0.2092
44890,452199655,10.154,0.474,0.273,-0.0144,-0.0027,0.0105,-0.991,0.065,9.890,-0.0279,0.0037,0.2033
44891,452209658,10.171,0.498,0.268,-0.0176,0.0047,0.0001,-0.888,0.072,9.917,-0.0248,0.0037,0.1889
44892,452219658,10.161,0.488,0.275,-0.0168,0.0018,-0.0007,-1.015,0.031,9.895,-0.0226,0.0085,0.1764
44893,452229653,10.147,0.462,0.297,-0.0098,-0.0006,-0.0025,-0.984,0.019,9.874,-0.0242,0.0053,0.1751
44894,452239655,10.175,0.496,0.306,-0.0077,-0.0022,0.0081,-0.950,0.043,9.888,-0.0248,-0.0000,0.1729
44895,452249655,10.175,0.462,0.290,-0.0008,-0.0081,0.0204,-0.905,0.043,9.895,-0.0245,-0.0038,0.1639
44896,452259654,10.163,0.457,0.287,0.0011,-0.0137,0.0281,-0.948,0.067,9.886,-0.0229,-0.0014,0.1535
44897,452269657,10.185,0.481,0.273,-0.0032,-0.0158,0.0332,-0.931,0.072,9.878,-0.0216,-0.0030,0.1431
44898,452279652,10.202,0.498,0.275,-0.0080,-0.0177,0.0364,-0.998,0.043,9.888,-0.0202,-0.0032,0.1364
44899,452289652,10.149,0.500,0.287,-0.0104,-0.0211,0.0438,-1.130,0.060,9.869,-0.0213,-0.0040,0.1375
44900,452299655,10.183,0.469,0.280,-0.0154,-0.0238,0.0497,-1.166,0.077,9.859,-0.0232,-0.0024,0.1484
44901,452309653,10.163,0.436,0.271,-0.0144,-0.0233,0.0598,-1.085,0.072,9.864,-0.0226,-0.0035,0.1519
44902,452319652,10.137,0.419,0.266,-0.0154,-0.0241,0.0588,-1.089,0.077,9.895,-0.0200,0.0005,0.1479
44903,452329656,10.147,0.409,0.242,-0.0120,-0.0249,0.0489,-1.089,0.057,9.867,-0.0192,0.0002,0.1487
44904,452339656,10.144,0.397,0.239,-0.0077,-0.0238,0.0305,-1.068,0.065,9.864,-0.0213,-0.0006,0.1505
44905,452349652,10.151,0.369,0.244,-0.0037,-0.0187,0.0201,-1.034,0.062,9.888,-0.0226,-0.0006,0.1516
44906,452359653,10.137,0.393,0.232,0.0006,-0.0129,0.0087,-1.085,0.029,9.883,-0.0218,-0.0006,0.1473
44907,452369656,10.168,0.417,0.220,0.0003,-0.0059,-0.0015,-1.097,0.069,9.869,-0.0205,0.0013,0.1500
44908,452379655,10.171,0.436,0.189,0.0011,-0.0012,-0.0039,-1.154,0.086,9.869,-0.0200,0.0037,0.1519
44909,452389654,10.173,0.438,0.247,0.0035,-0.0014,0.0001,-1.140,0.074,9.823,-0.0194,0.0053,0.1564
44910,452399657,10.183,0.476,0.247,0.0016,-0.0004,-0.0041,-1.140,0.077,9.886,-0.0178,0.0085,0.1551
44911,452409658,10.204,0.469,0.225,0.0011,-0.0004,0.0015,-1.077,0.084,9.847,-0.0178,0.0090,0.1543
44912,452419651,10.221,0.474,0.256,0.0037,0.0034,0.0113,-1.006,0.062,9.876,-0.0162,0.0095,0.1487
44913,452429651,10.197,0.488,0.271,0.0016,0.0023,0.0292,-1.106,0.036,9.847,-0.0194,0.0066,0.1553
44914,452439653,10.206,0.472,0.290,-0.0040,-0.0022,0.0476,-1.144,0.055,9.871,-0.0224,0.0039,0.1631
44915,452449656,10.183,0.431,0.292,-0.0080,-0.0049,0.0649,-1.130,0.043,9.855,-0.0240,0.0021,0.1671
44916,452459653,10.151,0.388,0.290,-0.0122,-0.0062,0.0702,-1.118,0.053,9.843,-0.0266,-0.0030,0.1676
44917,452469651,10.144,0.369,0.278,-0.0152,-0.0102,0.0662,-1.216,0.048,9.821,-0.0301,-0.0094,0.1729
44918,452479654,10.192,0.390,0.247,-0.0125,-0.0094,0.0665,-1.233,0.065,9.857,-0.0338,-0.0110,0.1937
44919,452489654,10.161,0.373,0.249,-0.0064,-0.0097,0.0710,-1.176,0.069,9.881,-0.0330,-0.0062,0.2060
44920,452499656,10.168,0.378,0.271,-0.0066,-0.0110,0.0604,-1.192,0.057,9.857,-0.0330,-0.0019,0.2140
44921,452509653,10.187,0.402,0.259,-0.0101,-0.0067,0.0462,-1.161,0.050,9.862,-0.0343,-0.0027,0.2206
44922,452519658,10.178,0.424,0.249,-0.0176,-0.0030,0.0385,-1.073,0.060,9.859,-0.0351,-0.0056,0.2273
44923,452529652,10.178,0.402,0.256,-0.0274,-0.0035,0.0260,-1.013,0.079,9.871,-0.0338,-0.0040,0.2206
44924,452539657,10.214,0.390,0.249,-0.0434,-0.0033,0.0201,-1.034,0.029,9.898,-0.0343,-0.0054,0.2252
44925,452549656,10.171,0.359,0.251,-0.0554,-0.0078,0.0204,-0.924,0.062,9.893,-0.0351,-0.0046,0.2310
44926,452559656,10.178,0.283,0.306,-0.0709,-0.0113,0.0255,-0.881,0.105,9.931,-0.0333,-0.0067,0.2140
44927,452569652,10.147,0.244,0.287,-0.0762,-0.0129,0.0412,-0.876,0.098,9.910,-0.0277,-0.0022,0.1884
44928,452579657,10.036,0.290,0.359,-0.1692,-0.0043,0.0268,-1.080,0.081,9.867,-0.0237,-0.0014,0.1740
44929,452589658,10.120,0.237,0.184,-0.1873,-0.0001,-0.0150,-1.161,0.065,9.869,-0.0255,-0.0003,0.1815
44930,452599657,10.192,0.383,0.199,-0.2025,0.0204,-0.0273,-1.221,0.072,9.826,-0.0290,0.0002,0.2001
44931,452609652,10.238,0.448,0.194,-0.2225,0.0415,-0.0396,-1.281,0.060,9.826,-0.0309,0.0005,0.2196
44932,452619657,10.175,0.445,0.232,-0.2475,0.0612,-0.0300,-1.156,0.050,9.838,-0.0333,0.0010,0.2353
44933,452629653,10.190,0.409,0.249,-0.2638,0.0735,-0.0372,-1.039,0.055,9.850,-0.0359,0.0002,0.2401
44934,452639657,10.199,0.412,0.278,-0.2758,0.0780,-0.0393,-0.919,0.053,9.895,-0.0333,-0.0006,0.2371
44935,452649655,10.233,0.362,0.192,-0.2601,0.0676,-0.0145,-0.907,0.050,9.881,-0.0317,0.0005,0.2275
44936,452659653,10.214,0.426,0.144,-0.1492,0.0535,-0.0031,-0.962,0.041,9.876,-0.0309,0.0026,0.2225
44937,452669657,10.171,0.441,0.285,-0.0775,0.0348,0.0071,-0.979,0.017,9.874,-0.0295,0.0037,0.2169
44938,452679652,10.173,0.414,0.326,-0.0376,0.0196,0.0167,-1.034,0.024,9.878,-0.0295,0.0034,0.2166
44939,452689652,10.183,0.385,0.388,-0.0138,0.0010,0.0321,-1.128,0.050,9.852,-0.0301,0.0031,0.2228
44940,452699652,10.168,0.354,0.417,-0.0018,-0.0182,0.0553,-1.111,0.055,9.876,-0.0314,0.0013,0.2313
44941,452709658,10.187,0.362,0.448,0.0045,-0.0331,0.0798,-1.025,0.105,9.888,-0.0341,-0.0022,0.2337
44942,452719654,10.175,0.342,0.385,0.0096,-0.0480,0.0947,-0.984,0.062,9.886,-0.0311,-0.0022,0.2291
44943,452729659,10.159,0.342,0.318,0.0064,-0.0547,0.0966,-0.991,0.079,9.886,-0.0303,-0.0011,0.2193
44944,452739654,10.173,0.362,0.314,0.0003,-0.0531,0.0987,-1.070,0.101,9.869,-0.0306,-0.0003,0.2132
44945,452749657,10.159,0.328,0.259,-0.0029,-0.0512,0.1003,-1.109,0.074,9.862,-0.0306,-0.0014,0.2110
44946,452759655,10.163,0.326,0.237,-0.0061,-0.0449,0.1006,-1.094,0.069,9.881,-0.0319,-0.0038,0.2105
44947,452769651,10.166,0.287,0.194,-0.0050,-0.0371,0.0891,-0.989,0.060,9.895,-0.0325,-0.0032,0.2052
44948,452779653,10.154,0.235,0.187,0.0032,-0.0307,0.0697,-0.953,0.072,9.883,-0.0282,-0.0022,0.1889
44949,452789656,10.137,0.254,0.168,0.0059,-0.0190,0.0417,-1.039,0.069,9.890,-0.0255,-0.0003,0.1791
44950,452799658,10.123,0.213,0.182,0.0163,-0.0081,0.0028,-1.003,0.096,9.883,-0.0255,-0.0014,0.1735
44951,452809652,10.142,0.244,0.187,0.0203,0.0079,-0.0364,-1.070,0.072,9.871,-0.0240,-0.0014,0.1668
44952,452819655,10.163,0.261,0.218,0.0240,0.0231,-0.0683,-1.111,0.079,9.847,-0.0255,-0.0024,0.1689
44953,452829651,10.214,0.321,0.271,0.0219,0.0340,-0.0721,-1.271,0.089,9.831,-0.0274,-0.0030,0.1836
44954,452839654,10.233,0.369,0.259,0.0184,0.0364,-0.0457,-1.132,0.069,9.857,-0.0306,-0.0038,0.2017
44955,452849658,10.209,0.393,0.273,0.0237,0.0290,-0.0134,-0.986,0.055,9.890,-0.0282,-0.0019,0.1998
44956,452859651,10.195,0.395,0.326,0.0256,0.0186,0.0092,-0.800,0.050,9.917,-0.0250,-0.0000,0.1817
44957,452869651,10.195,0.376,0.326,0.0205,0.0050,0.0271,-0.934,0.053,9.900,-0.0218,0.0026,0.1556
44958,452879657,10.180,0.362,0.309,0.0144,-0.0051,0.0433,-1.075,0.055,9.852,-0.0202,0.0029,0.1537
44959,452889656,10.171,0.364,0.304,0.0091,-0.0182,0.0545,-1.085,0.069,9.874,-0.0221,0.0002,0.1585
44960,452899658,10.185,0.350,0.294,0.0043,-0.0233,0.0585,-1.037,0.072,9.871,-0.0229,-0.0008,0.1625
44961,452909653,10.199,0.328,0.254,0.0053,-0.0265,0.0654,-0.931,0.062,9.886,-0.0213,-0.0008,0.1516
44962,452919657,10.185,0.304,0.294,0.0088,-0.0294,0.0678,-1.039,0.062,9.869,-0.0192,0.0010,0.1404
44963,452929658,10.183,0.285,0.268,0.0085,-0.0331,0.0718,-1.046,0.060,9.859,-0.0192,0.0013,0.1407
44964,452939652,10.183,0.261,0.292,0.0032,-0.0337,0.0747,-1.082,0.048,9.850,-0.0192,0.0021,0.1433
44965,452949655,10.173,0.268,0.261,-0.0002,-0.0326,0.0737,-1.010,0.069,9.845,-0.0200,0.0008,0.1457
44966,452959653,10.171,0.254,0.235,-0.0005,-0.0286,0.0721,-0.996,0.074,9.864,-0.0184,-0.0011,0.1362
44967,452969656,10.187,0.256,0.235,-0.0018,-0.0209,0.0793,-1.020,0.060,9.855,-0.0184,-0.0006,0.1279
44968,452979658,10.166,0.259,0.215,-0.0026,-0.0161,0.0913,-0.974,0.069,9.869,-0.0176,-0.0008,0.1172
44969,452989658,10.173,0.266,0.247,-0.0029,-0.0163,0.0934,-1.089,0.053,9.862,-0.0176,-0.0006,0.1146
44970,452999655,10.163,0.256,0.247,-0.0016,-0.0190,0.0891,-1.156,0.057,9.878,-0.0194,0.0018,0.1220
44971,453009656,10.178,0.251,0.213,0.0006,-0.0230,0.0902,-1.279,0.055,9.833,-0.0210,0.0005,0.1409
44972,453019658,10.171,0.215,0.247,0.0051,-0.0222,0.0910,-1.293,0.065,9.843,-0.0253,-0.0016,0.1679
44973,453029653,10.130,0.213,0.232,0.0021,-0.0222,0.0891,-1.235,0.045,9.852,-0.0285,-0.0027,0.1905
44974,453039657,10.137,0.184,0.215,0.0075,-0.0206,0.0694,-0.996,0.060,9.871,-0.0306,-0.0051,0.1974
44975,453049655,10.142,0.163,0.201,0.0069,-0.0166,0.0465,-0.927,0.081,9.898,-0.0274,-0.0032,0.1830
44976,453059656,10.149,0.165,0.206,0.0083,-0.0126,0.0281,-0.828,0.081,9.931,-0.0229,-0.0016,0.1601
44977,453069652,10.171,0.182,0.220,0.0115,-0.0054,0.0183,-0.903,0.074,9.907,-0.0189,-0.0024,0.1356
44978,453079654,10.386,0.218,0.134,0.0477,0.0098,0.0508,-1.030,0.067,9.893,-0.0168,0.0013,0.1220
44979,453089655,9.867,0.373,0.141,-0.0352,0.0010,0.0361,-0.972,0.060,9.895,-0.0170,0.0002,0.1130
44980,453099653,10.278,-0.007,0.340,0.0067,0.0071,-0.0566,-0.950,0.060,9.881,-0.0133,0.0015,0.1012
44981,453109654,10.137,0.235,0.223,-0.0040,0.0106,-0.0121,-0.950,0.079,9.874,-0.0130,-0.0008,0.0914
44982,453119656,10.096,0.091,0.261,-0.0002,0.0034,-0.0513,-0.919,0.086,9.895,-0.0117,-0.0014,0.0805
44983,453129658,10.178,0.189,0.244,-0.0021,0.0012,-0.0614,-0.912,0.079,9.895,-0.0101,-0.0024,0.0653
44984,453139654,10.163,0.168,0.237,0.0029,0.0068,-0.0478,-0.929,0.074,9.900,-0.0069,-0.0011,0.0522
44985,453149653,10.218,0.247,0.235,0.0120,0.0170,-0.0516,-1.106,0.067,9.898,-0.0037,0.0026,0.0445
44986,453159658,10.233,0.285,0.251,0.0056,0.0084,-0.0153,-1.259,0.053,9.838,-0.0058,0.0047,0.0586
44987,453169651,10.209,0.275,0.235,-0.0029,0.0047,0.0172,-1.298,0.065,9.816,-0.0098,0.0039,0.0879
44988,453179658,10.197,0.259,0.251,-0.0093,0.0028,0.0406,-1.264,0.062,9.864,-0.0144,0.0015,0.1122
44989,453189657,10.190,0.227,0.230,-0.0128,-0.0035,0.0588,-1.252,0.065,9.847,-0.0181,0.0010,0.1356
44990,453199651,10.166,0.182,0.261,-0.0149,-0.0113,0.0697,-1.209,0.065,9.852,-0.0229,0.0005,0.1543
44991,453209655,10.142,0.165,0.256,-0.0157,-0.0169,0.0737,-1.099,0.055,9.857,-0.0242,0.0002,0.1671
44992,453219651,10.127,0.103,0.261,-0.0157,-0.0193,0.0585,-1.022,0.057,9.900,-0.0229,0.0010,0.1687
44993,453229654,10.135,0.124,0.206,-0.0178,0.0052,0.0401,-1.092,0.065,9.852,-0.0221,0.0015,0.1697
44994,453239657,10.151,0.086,0.187,-0.0141,-0.0254,0.0348,-1.113,0.072,9.867,-0.0216,0.0037,0.1719
44995,453249654,10.183,0.153,0.201,-0.0064,-0.0123,0.0556,-1.082,0.072,9.840,-0.0221,0.0037,0.1753
44996,453259652,10.144,0.158,0.215,0.0016,-0.0105,0.0321,-0.972,0.062,9.862,-0.0216,0.0005,0.1700
44997,453269652,10.161,0.204,0.184,0.0051,-0.0009,-0.0036,-0.876,0.062,9.869,-0.0208,-0.0011,0.1551
44998,453279654,10.171,0.220,0.218,0.0003,0.0247,-0.0190,-0.910,0.060,9.867,-0.0186,-0.0003,0.1362
44999,453289652,10.154,0.206,0.278,-0.0034,0.0175,-0.0292,-1.003,0.069,9.874,-0.0194,-0.0014,0.1255
45000,453299658,10.175,0.168,0.227,-0.0069,0.0042,-0.0209,-1.065,0.084,9.869,-0.0197,-0.0038,0.1242
45001,453309654,10.168,0.151,0.237,-0.0037,-0.0009,-0.0198,-1.092,0.084,9.876,-0.0208,-0.0048,0.1276
45002,453319652,10.151,0.153,0.261,-0.0045,-0.0078,-0.0166,-1.128,0.091,9.864,-0.0224,-0.0038,0.1404
45003,453329651,10.166,0.151,0.249,0.0003,-0.0113,-0.0340,-1.018,0.093,9.919,-0.0232,-0.0048,0.1433
45004,453339656,10.185,0.211,0.249,-0.0034,-0.0057,-0.0228,-1.027,0.079,9.886,-0.0229,-0.0027,0.1423
45005,453349653,10.202,0.218,0.259,-0.0042,-0.0049,-0.0153,-1.041,0.084,9.898,-0.0234,-0.0027,0.1351
45006,453359654,10.199,0.254,0.244,-0.0061,-0.0070,-0.0052,-1.109,0.074,9.864,-0.0208,-0.0000,0.1372
45007,453369658,10.183,0.189,0.227,-0.0109,-0.0118,0.0137,-1.202,0.053,9.869,-0.0237,0.0010,0.1537
45008,453379652,10.149,0.182,0.225,-0.0112,-0.0174,0.0185,-1.195,0.048,9.883,-0.0261,0.0023,0.1764
45009,453389655,10.175,0.141,0.218,0.0006,-0.0174,0.0308,-1.144,0.041,9.843,-0.0285,0.0015,0.1972
45010,453399657,10.168,0.153,0.206,0.0024,-0.0177,0.0401,-0.991,0.055,9.912,-0.0282,-0.0008,0.2006
45011,453409652,10.154,0.139,0.223,-0.0008,-0.0131,0.0337,-1.008,0.067,9.881,-0.0274,-0.0043,0.1908
45012,453419656,10.156,0.136,0.218,-0.0029,-0.0075,0.0247,-1.010,0.074,9.883,-0.0285,-0.0067,0.1918
45013,453429653,10.144,0.103,0.208,0.0016,-0.0070,0.0103,-0.994,0.081,9.883,-0.0293,-0.0070,0.1862
45014,453439654,10.161,0.132,0.215,0.0059,-0.0075,-0.0052,-0.965,0.105,9.893,-0.0271,-0.0075,0.1727
45015,453449658,10.180,0.141,0.213,0.0088,-0.0059,-0.0220,-1.027,0.096,9.874,-0.0258,-0.0075,0.1649
45016,453459658,10.173,0.153,0.220,0.0072,-0.0017,-0.0366,-0.939,0.079,9.890,-0.0250,-0.0059,0.1508
45017,453469651,10.178,0.170,0.223,0.0061,0.0034,-0.0481,-0.828,0.060,9.898,-0.0208,-0.0059,0.1263
45018,453479652,10.175,0.199,0.223,0.0072,0.0052,-0.0502,-0.867,0.062,9.888,-0.0173,-0.0027,0.1007
45019,453489658,10.195,0.232,0.249,0.0077,0.0076,-0.0478,-0.912,0.086,9.881,-0.0144,-0.0040,0.0850
45020,453499651,10.195,0.239,0.201,0.0013,0.0079,-0.0281,-0.998,0.067,9.890,-0.0149,-0.0027,0.0775
45021,453509652,10.185,0.239,0.215,-0.0037,0.0063,-0.0063,-1.068,0.067,9.890,-0.0122,-0.0003,0.0850
45022,453519653,10.178,0.211,0.225,-0.0096,-0.0022,0.0044,-1.159,0.077,9.845,-0.0136,-0.0003,0.0975
